title,company,city,salary,experience,education,tags,job_description,salary_low,salary_high,avg_salary_k,0-10k,10k-15k,15k-20k,20k-25k,25k+
大数据开发工程师,深圳华云信息系统科技股份有限公司,广州,9000-13000元,1-3年,本科,"数据库开发, 数据架构, 数据建模, Sql, Hadoop, HQL, , ","岗位职责：
1. 负责基于Hadoop、HBase等分布式计算平台的开发工作，参与大数据应用系统的设计和实施。
2. 使用Kettle等ETL工具进行数据抽取、转换和加载工作，构建、优化数据模型和数据架构。
3. 编写SQL/HQL，进行性能调优，负责hive sql的开发。
4. 设计ETL流程，负责调度和监控，进行事实表、维度表的开发。
5. 参与分布式开发项目，使用HBase进行项目开发，支撑高并发项目的系统工程师工作。
6. 理解并应用会计、外汇相关业务知识到大数据分析中。

岗位要求：
1. 熟悉Hadoop、HBase等分布式计算平台，有3年以上hadoop使用经验，具备大数据应用系统开发经验。
2. 熟悉Kettle等ETL工具的使用和开发，具有一定的数据模型和数据架构基础。
3. 精通SQL/HQL，有较好的SQL性能调优经验。
4. 熟悉ETL设计、调度、监控、算法等，能独立进行事实表、维度表的开发。
5. 有至少2个使用HBase进行开发的分布式项目经验，优先考虑有支撑HBase高并发项目经验者。
6. 了解会计、外汇相关业务。",9.0,13.0,11.0,0.25,0.75,0.0,0.0,0.0
初中级测试工程师,天源迪科,广州,8000-12000元,1-3年,本科,"Postman, Jmeter, Python, MySQL","【岗位职责】：
1、 部署搭建测试环境
2、 根据项目安排，制定测试计划，设计测试方案，明确测试范围、方法
3、 根据项目的需求,完成测试用例编写及测试验证，输出测试报告
4、 提交测试缺陷和报告，并对缺陷状态进行跟踪及维护，协助开发人员定位和解决问题
5、 根据项目要求完成性能测试方案及性能测试报告分析
6、 完成上级交与的其它任务，完成测试指引及操作手册编写

【岗位要求】：
1、计算机或相关专业本科及以上学历，1-3年以上工作经验
2、熟悉接口测试，会使用常用的接口测试工具jmeter，postman
3、熟悉Linux系统，并掌握常用linux命令及Shell脚本编写、日志分析常用命令‌
4、了解数据库常用命令（Oracle、mysql、redis）
5、熟悉Java、Python、C++等至少一门语言优先考虑。
6、有自动化测试经验，熟悉robotframework、selenium自动化测试框架优先考虑
7、逻辑清晰，具备问题分析能力及文档编写能力‌
8、责任心强，抗压能力佳，能主动学习新技术‌",8.0,12.0,10.0,0.5,0.5,0.0,0.0,0.0
数据治理工程师,思特奇,广州,1.1-2万·14薪,3-5年,本科,"数据治理, Hadoop, ETL, DAMA, 数据仓库, Shell, , ","【岗位职责】：
1.负责数据治理的实施工作，包括数据资产梳理、分类以及资产管理维护；
2.参与后台数据开发，利用ETL工具进行数据采集、清洗以及数据加工汇聚等；
3.参与主题数据模型设计、模型构建及数据开发；
4.负责数据应用服务及报表可视化应用配置开发；
5.参与数据开发过程中相关的文档资料的编写；
【任职要求】：
1.2年以上数据治理经验，熟练使用DAMA数据治理方**，知晓数据治理如何体现工作成效；
2.熟练使用一种数据治理工具，知晓如何开始数据质量管理；
3.熟悉一种ETL工具的使用，熟悉数据仓库以及数据仓库维度建模；
4.熟练掌握Linux环境，具有较强的Shell编写能力；
5.熟悉Hadoop大数据平台生态组件；
6.具备良好的沟通表达能力，有良好的团队协作意识，具备较好的沟通.学习能力。",11.0,20.0,15.5,0.0,0.4444,0.5556,0.0,0.0
高级视觉算法工程师（双目立体匹配）,广州紫川电子科技有限公司,广州,1-2万,1-3年,本科,"智能硬件, C++, Python, PyTorch, TensorFlow, ONNX, , , , , , , , ","岗位职责
1. 开发基于深度学习的双目立体匹配算法；
2. 将深度学习算法在嵌入式NPU上进行部署和优化；
3. 使用profiler工具分析模型推理性能瓶颈，制定优化策略；
3. 使用量化、剪枝、蒸馏等常用模型加速操作实现边缘端推理的低延迟、高吞吐量；
4. 使用数据增强、合成数据集等训练手段提升模型精度
任职要求：
1. 熟练掌握C/C++、Python等编程语言，具有良好的编程能力和代码规范；
2. 熟悉PyTorch、TensorFlow、ONNX框架至少其一；
3. 熟悉多视图几何、图像处理相关理论；
4. 拥有CUDA以外的NPU模型部署经验者优先；
公司福利：
1、社保+公积金：入职即买五险一金；
2、工作时间：9：00-12：00，13：00-18：00，双休工作制；
3、发 薪日：每月30/31日，当月发当月工资，不压一天工资；
4、薪 资：基本工资+绩效奖金+节假日福利+年终奖；
5、晋升机制：完善的考核奖励及岗位晋升机制，一年至少有一次加薪升职机会；
6、假期福利：国家法定节假日及带薪年假、婚假、产假、生育津贴等。
7、培训体系：公司为新员工提供一对一帮带培训，定期组织内部培训，不断提高员工的综合能力、技术全方面发展，提升速度快；
8、员工生活：免费下午茶，公司为员工准备多样化的零食，不定期举行户外活动、旅游、聚餐及拓展等；
9、办公环境：商务写字楼，环境优越；",10.0,20.0,15.0,0.0,0.5,0.5,0.0,0.0
高级AI开发工程师,深圳市法本信息技术股份有限公司,广州,1.3-1.5万,3-5年,本科,"大模型算法, 深度学习, Transformer, TensorFlow, Python, ","岗位主要职责：
1.大模型技术研究与落地：负责研究DeepSeek、阿里千问等大模型技术，跟踪最新进展，并结合公司业务场景进行技术落地和应用探索。
2.AI项目设计与开发：参与公司AI项目的需求分析、方案设计、知识库建立、模型训练和优化等工作，负责核心模块的开发和实现。
3.技术难题攻关： 解决AI项目中的技术难题，包括但不限于模型训练效率、模型压缩、模型部署等。
4.技术文档编写： 撰写相关技术文档，包括技术方案、接口文档、测试报告等。
5.团队协作与沟通： 与产品经理、开发工程师等团队成员紧密合作，共同推进项目进展。
任职资格：
学历：本科及以上学历。
专业：计算机科学、人工智能、软件工程等相关专业。
工作经验： 3年以上大模型相关项目经验。
知识技能：
1.熟练掌握Python、Java等编程语言，熟悉常用的深度学习框架（TensorFlow、PyTorch等）；
2.熟悉大模型技术原理，具备大模型训练、微调、部署等实践经验；
3.有丰富的 RAG调试经验，算法能力扎实，对向是化、混合检索、重排序核心算法有深入和前瞻性理解。
4.熟悉自然语言处理、计算机视觉等领域常用算法和模型；
5.具备良好的代码能力和工程化思维，能够独立完成模块设计和开发；

备注：需要现场面试",13.0,15.0,14.0,0.0,1.0,0.0,0.0,0.0
业务系统与数据分析主管,乐禾食品集团股份有限公司,广州,8000-13000元,经验不限,本科,"数据治理, 报表开发, Python, PROJECT, Java, Oracle, ","一、岗位职责
（一）战略实施与系统管理
1. 负责公司信息化战略蓝图的落地实施，确保内部业务系统的稳定性和高效性，包括但不限于企业资源计划（ERP）系统、采购供应链系统、办公自动化系统、客户关系管理系统等对内业务管理系统设备，支撑内部运营效率提升。
2. 跟进系统实施、迭代优化及运维工作，确保系统持续改进和稳定运行。
（二）需求对接与技术转化
1. 与开发团队紧密合作，负责内部经营系统的开发需求对接，确保技术需求和系统设计的准确性和可行性。
2. 具备良好的需求分析能力，能够准确将业务需求转化为技术需求和系统设计要求，对相关的系统及技术开发语言有一定的了解。
（三）数据分析与赋能
1. 负责内部经营分析技术赋能，通过新工具应用（如帆软、简道云）帮助业务进行更高效的经营数据分析。
2. 熟悉AI工具，能将工具应用于工作，赋能团队提升工作效率。
（四）问题解决与风险管理
1. 具备较强的问题解决能力和风险识别、应对能力，能够在项目执行过程中及时发现并解决各类问题和风险。
（五）其他工作
1. 完成上级领导交办的其他工作。
二、任职资格
1.本科以上学历，计算机科学、软件工程、信息管理等相关专业优先；
2.熟练使用办公软件、熟练掌握项目管理工具（如Project、Jira等）、熟悉常见的数据库管理系统（如MySQL、Oracle等）和开发语言（如Java、Python等）
3.具备良好的沟通和协调能力，能够与不同背景的团队成员有效合作；
4.具有一定项目管理经验，有团餐行业或餐饮行业信息化项目管理经验者优先。
5.较强的分析、解决问题能力，目标感强，能够专注于项目目标，确保项目按时完成。",8.0,13.0,10.5,0.4,0.6,0.0,0.0,0.0
开发运维工程师,嘉环科技股份有限公司,广州,8000-14000元,3-5年,本科,"Ansible, K8s, 云运维, Shell, Python, linux","工作职责：
1. 协助外部客户进行POC和部署环境准备；
2. 负责平台在客户侧的安装、部署、操作指导工作；
3. 负责编写所需的交付文档资料（如系统安装手册、操作手册、交付材料等），保证系统交付；
4. 负责平台运行监控和故障响应，能够独立分析排查及协调处理；
5. 负责研发云平台的售后技术维护工作，包括日常运维、故障处理、业务咨询解答等；
6. 完成上级领导交办的其他工作及任务。
任职资格：
1. 大专及以上学历，计算机、软件工程相关专业方向；3年或以上技术支持经验
2. 良好的沟通能力、抗压能力、表达能力、人际关系建立能力，良好的学习能力、协调能力和团队协作精神。
3. 熟悉ansible/shell/python等工具，能独立完成主机和k8s的部署与维护。
4. 熟悉k8s/linux维护，有大规模k8s集群维护经验优先，能完成产品售后维护工作。
5. 熟悉redis/kafka/postgresql/mysql/mongodb/minio等组件的维护。
6. 能频繁出差进行现场交付和技术支持。",8.0,14.0,11.0,0.3333,0.6667,0.0,0.0,0.0
软件工程师（24/25届毕业生）-重本,东莞市智通快聘人力资源服务有限公司,广州,8000-12000元,经验不限,本科,"JavaScript, Python, C++, Spring, DJANGO、REACT、VUE, , , , , ","职位职责：
1. 软件开发：
o 参与公司机器界面系统的设计、开发和维护，编写高质量、可维护的代码。
o 负责MES系统开发和优化，客户现场的部署和数据通讯等相关事项
o 根据需求文档，实现软件功能模块，确保代码性能和可靠性。
2. 技术选型与架构设计：
o 参与技术选型，选择合适的技术栈和工具。
o 协助设计软件系统架构，确保系统的可扩展性和可维护性。
3. 测试与调试：
o 编写单元测试和集成测试，确保代码质量。
o 调试和修复软件中的缺陷，优化系统性能。
4. 文档编写：
o 编写技术文档，包括设计文档、接口文档、用户手册等。
o 记录开发过程中的关键决策和技术细节。
5. 团队协作：
o 与产品经理、设计师、测试工程师等团队成员紧密合作，确保项目按时交付。
o 参与代码评审，分享技术经验，提升团队整体技术水平。
任职要求：
1. 学历与专业：
o 本科及以上学历，计算机科学、软件工程、电子信息等相关专业。
2. 编程技能：
o 熟练掌握至少一种编程语言（如 Java、Python、C++、JavaScript 等）。
o 熟悉常用的数据结构和算法，具备良好的编程习惯。
3. 开发经验：
o 有实际项目开发经验，熟悉软件开发流程（如需求分析、设计、编码、测试、部署）。
o 了解常用的开发框架和工具（如 Spring、Django、React、Vue 等）。
4. 数据库知识：
o 熟悉关系型数据库（如 MySQL、SQLserver）。
o 了解数据库设计和优化。
5. 学习能力：
o 具备较强的学习能力，能够快速掌握新技术。
o 对技术有热情，愿意不断探索和创新。
6. 团队合作：
o 具备良好的沟通能力和团队合作精神，能够与团队成员高效协作。
o 工作认真负责，注重细节，有较强的责任心。
加分项：
1. 熟练使用C#、VB应用开发，有倍福twincat开发经验者优先。
2. 熟练掌握SQL语法，有应用如mysql，sqlserver等数据库经验者优先
3. 有前端开发经验（如 HTML、CSS、JavaScript）者优先。",8.0,12.0,10.0,0.5,0.5,0.0,0.0,0.0
Java开发工程师（广州）,广东阿尔创通信技术股份有限公司,广州,1.2-1.5万,3-5年,本科,"JavaScript, Python, Spring, Hibernate, CSS","【岗位职责】
1、参与产品和技术方案的讨论和评审，负责应用模块的设计/实现工作；
2、协助TL、架构师进行公司软件系统框架、核心模块和对外接口的详细设计，参与核心代码的编写、单元测试
3、承担开发工作，对代码质量及项目进度负责，分析并解决软件开发过程中的问题，确保软件性能、安全性、扩展性等达到设计要求；
4、编写和整理技术文档，参与关键技术验证以及技术选型工作，开展技术研究成果的培训，能指导初中级工程师进行开发和文档编写等开发类工作；
5.负责平台系统的安全升级、bug修复
6.进行代码review，软件的持续优化，提升软件质量；

【任职要求】
1.大学本科学历，计算机相关专业； 4年以上行业工作经验；
2.熟练掌握Java基础，熟练掌握SpringBoot、SpringCloud等框架和组件，熟悉Maven工具使用；
3.熟练使用MySQL，MyBatis，Mybatis-Plus，掌握SQL优化知识；
4.熟悉使用redis、RabbitMQ、Kafka、MongoDB等常用中间件；
5.熟悉微服务技术体系，了解服务治理、分布式、缓存、异步框架、消息中间件；
6.熟悉Linux常用操作命令，熟悉Docker、K8s容器化技术，了解Jenkins自动化工具的使用；
7.有良好的编码习惯；具有良好的学习能力和沟通能力，能够与其他团队成员紧密协作，完成项目任务；
8.具备独立思考和解决问题的能力，对技术有热情，乐于接受挑战。",12.0,15.0,13.5,0.0,1.0,0.0,0.0,0.0
软件测试工程师,深圳华云信息系统科技股份有限公司,广州,8000-12000元,1-3年,本科,"功能测试, 自动化测试, 性能测试, Python","岗位职责：
- 设计并执行测试方案和测试计划
- 编写测试用例，进行黑盒测试
- 管理测试任务、测试用例及缺陷
- 对数据库进行操作，编写SQL脚本
- 在Linux系统环境下编写Shell脚本
- 实施自动化测试、性能测试和接口测试
- 提出测试流程改善建议并推动问题解决

岗位要求：
1. 精通测试理论、黑盒测试用例设计方法
2. 能独立编写测试方案、测试计划
3. 熟悉常用管理工具，包括测试任务管理、测试用例管理、缺陷管理等工具
4. 熟悉Mysql、Oracle、Redis等多种类型数据库使用，能编写常用SQL脚本
5. 熟悉Linux系统使用，能编写常用Shell脚本
6. 有自动化测试、性能测试、接口测试经验
7. 能主动对所在组织的测试工作提出改善建议，并推动问题解决",8.0,12.0,10.0,0.5,0.5,0.0,0.0,0.0
爬虫工程师,北京小确信安全防范科技有限公司,广州,1-1.9万,3-5年,大专,"Python, 爬虫开发, 分布式爬虫, JavaScript","一、任职要求：

可用Python或Js开发自动点击谷歌浏览器插件按钮的相关功能；


二、岗位职责

1.开发自动点击谷歌浏览器插件按钮；

2.为各项目收集买卖双方信息；

3.为各项目的开发环节收集各方面的信息；


不会要求工程师非法收集信息，也不允许工程师采用非法手段收集信息，所有行为均在合法界限内。",10.0,19.0,14.5,0.0,0.5556,0.4444,0.0,0.0
AIDD博士研究员,广州康臣药业有限公司,广州,1.8-2.8万·16薪,1-3年,,"Python, Shell, C++, 药效团模型, 分子动力学模拟, , , ","一、任职要求：
1.博士学历，计算生物学、计算化学、化学信息学和生物信息学等相关专业；2.掌握至少一门编程语言（Python、R、C++等）及熟悉Linux操作系统和Shell编程。3.熟练使用建模软件（如Amber或Gromacs）以及搭建AI工作框架，熟练使用pymol、autodock等相关软件；4.具有大型医药企业背景，有丰富的蛋白模型构建或优化经验；5.有参与成功IND阶段的新药研发项目经验，2年蛋白模型构建或优化工作经验。
二、岗位职责：
1.应用AIDD/CADD相关技术支持大/小分子新药项目的开发；2.应用QM/MM相关软件（如Amber, Gromacs, Desmond等），通过分子动力学模拟、结合自由能计算，构象聚类分析等方法进行蛋白模型构建和优化；3.利用高性能计算资源进行大规模数据分析和模型训练，如结合AI算法（深度学习、生成模型等）进行分子生成、化合物性质预测等工作；4.运用计算生物学和生物信息学的方法，预测药物分子在生物体内的药理学效应，探索药物与生物分子的相互作用机制；5.综合运用各种数据、化合物库资源和组合化学方法，构建多肽、小分子化合物库；6.配合药物化学、药理学团队完成新药项目立项相关信息调研和评估；7.跟踪AIDD/CADD最新动态和前沿技术。",18.0,28.0,23.0,0.0,0.0,0.2,0.5,0.3
生物信息工程师（双休稳定）,深圳市法本信息技术股份有限公司,广州,9000-12000元,1-3年,本科,"Python, C++","岗位职责：
负责生物信息数据的分析、处理和解释。
开发和维护生物信息分析流程和脚本，提高分析效率和准确性。
- 任职要求：
- 生物信息学、计算生物学、生物统计学、计算机科学或相关专业本科及以上学历。
- 熟练使用 Python 进行生物信息数据分析和脚本编写。
- 熟悉 Linux/Unix 操作系统和命令行操作。
- 熟练使用 GIT 进行代码版本管理。
- 熟悉生物信息学常用数据库和资源，如 NCBI、Ensembl、UCSC 等。
- 熟练使用生物信息常用软件，如 samtools、bwa、gatk、bedtools 等。
- 良好的沟通能力和团队合作精神，能够清晰地表达技术概念。
- 较强的学习能力和解决问题能力，能够独立完成工作。",9.0,12.0,10.5,0.3333,0.6667,0.0,0.0,0.0
软件开发/测试（接受24届无经验）,外企德科数字技术有限公司,广州,1.2-2.4万,1-3年,本科,"Java, Python, C语言","岗位需求
1、业务方向：智能汽车（自动驾驶、智能座舱、融合感知、车云、车载网络等）、新能源（光伏、电动、充电桩等）、云&AI/高性能计算（华为云&昇腾&鲲鹏）、5G（无线）、芯片、光通信&应用（光纤、车载光）、路由交换机等。
2、具备良好的计算机、软件工程领域知识，熟悉软件系统设计、开发、测试等研发领域的流程、工程方法和工具；
3、良好的学习能力、团队协作性好，沟通协调能力强；
4、有研发工具模块设计、接口设计、开发经验优先。

专业知识要求：
1、具备1年以上软件开发经验，熟悉C/C++、JAVA、JS、Html中的至少一种，掌握常见的数据结构、算法；
2、接受24届无经验的，学习能力出色、基础扎实，可接受培养，华为导师带教。
3、了解软件工程、敏捷开发等知识，熟悉常用设计模式；
4、熟悉Linux，并且能熟练搭建web服务器者优先。

【福利待遇】
1、基本工资+绩效工资+年终奖+带薪年假
2、公积金按offer上的薪资基数缴纳。
职位福利：五险一金、定期团建、绩效奖金、加班补助",12.0,24.0,18.0,0.0,0.25,0.4167,0.3333,0.0
【自研核心】前/后端 软件开发工程师+20-40k+16薪,科锐尔人力资源服务(苏州)有限公司,广州,2-4万·16薪,经验不限,本科,"JavaScript, Python, C++, Spring, Hibernate, Struts, , , ","base：深圳、东莞、上海、南京、苏州、杭州、武汉、西安、成都、北京、广州、济南、长沙等多地区可选，线上面试，面试定薪定级，初中高级都有hc。


专业知识要求：
1、计算机、软件、通信等相关专业本科及以上学历；
2、热爱编程，基础扎实，熟悉掌握但不限于JAVA/C++/Python/JS/HTML/GO等编程语言中的一种或数种，有良好的编程习惯；
3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；
4、对数据结构、算法有一定了解；

其他要求：
1、有较强的自学能力和良好的语言表达能力，具备良好的团队协作精神；
2、热爱技术研发工作，热爱研究前瞻性技术，技术视野广阔。


待遇情况;
1、入职缴纳六险一金，缴纳基数为全额基本工资，公积金比例5%-12%，具体看base地，年终奖14-16个月；
2、双休，带薪年假，婚嫁，产假，哺乳假等法定节假日齐全；
3、晚八点半后免费夜宵（25-30元标准）、 22:30之后加班打车报销；
4、下午茶、节假日礼品、每周文娱活动等；
5、公司内部餐厅，健身房，环境优美；
6、弹性工作制，早8-9点，下午五点半后，午休两小时，公司有床；",20.0,40.0,30.0,0.0,0.0,0.0,0.25,0.75
少儿编程老师,广州英荔教育科技有限公司,广州,6000-9000元,1-3年,大专,"Python, C/C++, EV3编程, Scratch, 教研, 授课老师, , ","任职要求：
1. 大专及以上学历，师范类、计算机类和理工类专业优先；拥有教师资格证者优先；
2. 具有 1 年及以上少儿编程、机器人编程、幼少儿教育等相关教学经验，熟练掌握图形化编程；掌握多种编程语言、曾带领学生参加过国内外人工智能或者编程类赛事者优先；
3. 热爱教育行业，了解创客文化，熟悉 STEAM 教育，愿意在人工智能以及编程教育行业长期发展；
4. 普通话标准，善于沟通、活泼开朗、表达能力、同理心和亲和力强；
5. 逻辑思维分析能力、动手能力、学习能力强，喜欢研究新事物，认可公司教学模式与理念；
6. 责任心强，有耐心，抗压能力强，具有强烈的同理心和团队敬业精神；
7. 适应教学机构弹性上班时间，熟悉机构门店的教学、运营模式。

职业发展：
1. 3-6个月的岗位评估以及职业发展建议；
2. 职业发展规划、职业倾向、职业性格定期评估；
3. 6-12个月岗位晋升通道；
4. 初级教师-中级教师-高级教研/主管-教研副校/校长。

福利待遇：
1. 弹性的上班时间，避开早晚高峰；
2. 入职缴纳五险一金；
3. 生日福利、不定期下午茶、节假日礼品福利，节假日调休；
4. 月度团建、年度旅行（根据校区业绩情况国内外旅行福利）；
5. 专业岗前培训、晋升培训、职业发展软实力培训、管理层基础MBA培训等。

岗位职责：
1. 针对 3-16 岁学生教授乐高机器人搭建、实物编程、图形化编程、wedo、高阶spike、软硬件结合等课程教学，使用通俗易懂、亲和有趣的语言为学员讲解；
2. 提供高教学质量的全流程教学工作，维护和管理教室及教学器材；
3. 与学生、家长保持良好的沟通，做好课后沟通反馈服务，解决学生和家长的咨询与疑惑，协助校区销售、校长新招生及续班的工作；
4. 积极参加培训、教研、会议等活动，配合和完成上级布置的教研教学等任务；
5. 发扬主人翁精神，积极主动宣传公司市场信息，配合业务部门进行课程介绍、客户培训、市场活动等跨部门协助工作，共同树立企业品牌、产品形象；
6. 接受上级课程排班及周末上课调班的工作时间安排；
7. 接受上级安排的其他相关工作。",6.0,9.0,7.5,1.0,0.0,0.0,0.0,0.0
ai算法工程师,外企德科数字技术有限公司,广州,1-1.6万,3-5年,本科,"深度学习, 大模型算法, PyTorch, TensorFlow, OpenCV, , ","FAE(政企-行解服务工程师-服务架构助理)
工作地：广州
1. 两年以上人工智能相关行业的工作经验，本科学历（学信网可查）；
2. 熟练掌握 C++、Python等主流开发语言；
3. 熟练使用不少于一种主流深度学习框架，例如：TensorFlow、Pytorch、Caffe等；
4. 具备良好的沟通与协助能力。",10.0,16.0,13.0,0.0,0.8333,0.1667,0.0,0.0
测试工程师,广之旅,广州,7000-9000元,1-3年,本科,"功能测试, 自动化测试, JIRA, 禅道, Java, Python, Shell","岗位职责
公司直招，录用后将入职广之旅全资子公司“广州易起行信息技术有限公司”
1.负责项目的测试工作，参与需求评审，制定测试计划、测试方案及测试用例。
2.执行功能测试、接口测试等，识别并跟踪缺陷，推动问题及时解决。
3.对测试结果进行分析，输出测试报告，评估版本质量并推动风险闭环。
4.参与研发流程优化，推动测试工具、流程及方法的改进。
5.与开发、产品、运维团队紧密协作，确保项目按时高质量交付。
岗位要求
•本科及以上学历，计算机、软件工程、电子信息等相关专业。
•熟悉软件测试流程、方法及工具（如JIRA、禅道、TestLink等）。
•掌握至少一种编程语言（如Python/Java/Shell），具备自动化测试开发能力。
•熟悉数据库（MySQL/Oracle等），能独立完成接口测试、性能测试。
•逻辑清晰，责任心强，具备优秀的沟通能力和团队协作精神。",7.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0
系统实施工程师,广东锐捷数智供应链有限公司,广州,7000-12000元·13薪,1-3年,大专,"SQL, SQL Server, Python, TCP/IP, Oracle, 软件实施","岗位职责：
1、负责信息系统软件产品的调研、需求梳理、设计蓝图、实施、安装、初始设置，用户培训等；
2、分析并解决产品上线实施过程中的问题；
3、提供技术支持及客户售后需求反馈；
4、配合项目经理完成相关任务目标。

任职要求：
1、专科或以上学历，计算机相关专业；
2、3年或以上信息系统软件实施经验；
3、熟悉Oracle数据库视图编写&存储过程编写(熟练使用SQL做视图查询及存储过程也可以投递简历)；
4、有良好的交际能力和沟通能力，勤奋好学，有耐心；能适应省内外短时间出差任务；
5、3年以上软件实施经验，从事过WMS、MES、ERP、SAP类项目实施，或者有生产制造、生产物流、仓储配送类相关经验。
注：此职位需出差

职位福利：绩效奖金、年终分红、带薪年假、弹性工作、员工旅游、节日福利、五险",7.0,12.0,9.5,0.6,0.4,0.0,0.0,0.0
车载测试工程师,广州凯思轩达汽车科技有限公司,广州,7000-14000元,1-3年,大专,"软件测试, 硬件测试, 车载测试, Java, Python, C, CANoe, , ","工作内容
1、负责智能座舱车机产品的系统测试工作；
2、负责产品测试计划和测试用例的编写及组织评审;
3、负责测试环境的建立，完成软件和系统合格性测试用例执行，确保测试任务按节点完成；
4、负责对产品测试bug的初步分析，测试报告/结果的输出及组织评审；
5、与产品部门或客户沟通协调测试相关问题，含测试计划打合，测试BUG缺陷的澄清与沟通复现。
任职资格
1. 统招大专及以上学历，计算机或汽车电子等相关专业，1.5年以上车机、智能座舱产品测试工作经验，经验丰富的可放宽学历要求；
2. 具备基本的CAN测试能力，熟练使用CANoe/V-Spy/USBCAN/PCAN等CAN收发器中的一种或者多种，能够看懂CAN矩阵表，并能够根据CAN矩阵表模拟发送相关信号或者能够根据CAN矩阵表制作dbc文件；
3. 具备独立制定测试方案、编写测试用例的能力，熟悉常用的编写测试用例的方法；
4. 能够理解客户的原始需求文档（含英文需求文档），能够在台架上模拟发送相关的信号以达成相关功能的测试；
5. 熟练掌握JiRa，禅道，TB等Bug管理工具中的一种或者多种；
6. 了解Android/QNX/Linux/AutoSar操作系统和架构，并熟练掌握基本操作指令，如ADB；
7. 熟悉CAN总线/车载以太网测试优先考虑；
8. 熟悉Python/Java/C/C++等编程语音，能够编写自动化工具/脚本优先考虑；
9. 工作积极性良好，有不断学习或提升自己能力的愿望；
10. 有独自带领团队完成大型项目测试经验者优先；
11. 有驾照且能独立驾驶车辆优先考虑。",7.0,14.0,10.5,0.4286,0.5714,0.0,0.0,0.0
数据治理工程师,京北方,广州,1.3-1.6万,3-5年,本科,"数据治理, 数据库开发","本科，学信网可查，计算机相关专业，有银行经验
1、完成统一数据分析平台报表资产、监管报送指标资产录入维护等存量资产盘点工作，将行内常用报表、已引入的外部数据资产形成规范化管理，完善资产要素信息；2、从增量报表需求提炼涉及数据资产信息的内容，保证资产完整性；3、优化数据资产检索菜单目录，实现业务条线维度管理、可视化应用。
岗位要求：1、熟悉银行业务领域知识及系统知识；2、熟悉数据治理基本理论、方法、流程；有数据管理与应用方向相关项目开发、项目管理经验者优先；
3、具有较强的分析理解能力、沟通能力、学习能力、语言表达能力，熟悉办公写作基本要求。
业务要求：1、有过数据资产管理相关需求编写、评审经验。2、具备数据资产管理运营报告编写、方案产出等经验；3、具备数据类需求管理经验、数据类应用系统需求分析及需求书编写经验；4、具备数据挖掘分析经验者优先。",13.0,16.0,14.5,0.0,0.6667,0.3333,0.0,0.0
自动化测试-东莞,软通动力信息技术(集团)股份有限公司,广州,8000-13000元,1-3年,本科,"Python, Windows, 性能测试","岗位职责：
1. 负责移动端应用的功能测试、兼容性测试、性能测试及稳定性测试，确保产品质量符合上线标准；
2. 根据需求文档和产品设计编写用例并执行测试工作，具备单一模块的测试计划能力；
3. 使用缺陷管理工具跟踪和推动问题修复，协助开发团队定位问题；
4. 参与单一模块的自动化脚本开发；
5. 分析线上用户问题，提取问题单并推动优化。
技能要求：
1. 计算机、软件工程或相关专业211及以上学历，2年以上工作经验；
2. 测试基础：熟悉软件测试理论、测试流程及方法；
3. 工作经验：熟悉功能、性能、稳定性的主流测试方法和工具（postman、adb、Appium、jmeter等），掌握一种自动化测试框架（如 selenium、robot Framework）；
4. 掌握至少一门编码语言，了解兼容性测试与多机型覆盖方案；
5. 写作能力：良好的逻辑分析、文档编写能力和团队沟通能力。",8.0,13.0,10.5,0.4,0.6,0.0,0.0,0.0
